track_id,track_popularity,track_artist,playlist_genre
1q1ds5yuwDOZIdoRLy1yHd,43,Lupe Fiasco,rap
4zMhuWlE9hdJbBF6jnMd9w,20,Rich Homie Quan,rap
1MksGqIztTT6M9R1ErKVs8,61,Big Sean,rap
1ubAOfFB6ZAwSSRdkC7cDp,8,Blvck O,rap
4Zxdw0Hno7YDu0IzvY76Qo,17,Future,rap
0SGkqnVQo9KPytSri1H6cF,76,Big Sean,rap
31mqc7EKPsJf3pe6H5jEfC,55,Joey Bada$$,rap
1Ioc85mqHwoQKvnI0p4dnW,47,Taylor Gang,rap
4LMVDcuwnZAYg2bv8pwh4V,12,Brodinski,rap
0mGgkrD2phGmsBiDy58z1O,48,Tee Grizzley,rap
4YgQvP5Gvl4ku8tdcLOOH9,26,Derek Wise,rap
4k2P0y53ug3jAYpsKMutIp,0,Rich Gang,rap
30rFcHLyR2K2FKGvIMhTIv,0,Travis Scott,rap
7iynYKl5NWdjM1FXTzs6hw,50,Young Thug,rap
5FghJeQxP50JRoldsiOECX,0,Fly Ty,rap
5dwT1VohRzyqh0qO4HqsJm,40,2 Chainz,rap
5NBeDHBibVbqDYq2ZuqzIA,11,Desiigner,rap
0EgMu6K5XxJ8ca8QLZSkU7,0,THEY.,rap
6QRwT0bcuIsLGRCqMDJrVR,45,Jidenna,rap
3B2jTXpCLpKVNr68HDmfDF,22,Klone Ambition,rap
1syCC5RAZDG6GCLaJNHgeH,33,Rexx Life Raj,rap
1nzKLH9FeSV4KZdBwdCPQg,0,Rahmeen,rap
6aRlUgqcLgrxQE3RMngjN5,0,2 Chainz,rap
420Ta8vWYCgXk7yqpLO53M,33,Chynna,rap
0dvu4Irbq0SM5BWny30rRR,2,GASHI,rap
6KBOvrddbomdb9dkarvwCl,3,Ayo & Teo,rap
2bjwRfXMk4uRgOD9IBYl9h,74,Drake,rap
6UjfByV1lDLW0SOVQA4NAi,70,Drake,rap
5f5r2N4Lp9WoULWPH9zp2W,60,Drake,rap
0mTxrM3SeSaUfP7dodFMbx,0,JID,rap
56jmQ1ZWXUWNmIQQZb14bJ,40,Divine Council,rap
56wkp0dkpjimGfX17Ofihm,40,Divine Council,rap
31c9IHwCIONmUYW0jL7Riz,7,Kendrick Lamar,rap
1bzM1cd6oqFozdr4wK6HdR,66,Big Sean,rap
4BP0An7SXctTY4kF41JxIQ,56,Young Thug,rap
27qSobohScQ8WnEzp02Tm4,27,Uncle Murda,rap
4csoLz9xpiBBXYuhZLeQlx,0,DJ Max Star,rap
73V6cuFASuzoYUrCFnD07J,44,G-Eazy,rap
2MO3mSPBH8U9qalH72vqZ1,2,Young Thug,rap
4duVbLF51QbIQ7cUW3SvD3,0,dopeSMOOTHIES,rap
6QEpDNz2HTEkYZSqcDZCtm,46,A$AP Ferg,rap
3loNCAyjqpgB9DvKhLMKi9,3,Skepta,rap
4iYRa2btalAzPZoSYfROqF,67,Kendrick Lamar,rap
4vc6tfBvOAG00EpueunpIz,0,XXXTENTACION,rap
1EaKU4dMbesXXd3BrLCtYG,72,Kendrick Lamar,rap
53HIIqV64NIKyyGllfKvzu,0,Gucci Mane,rap
2Yww4T2RyES8W2HmoQVNRw,30,Chynna,rap
5PfTI3zrQbZEWcQdycMqJM,57,Young Thug,rap
4mAhZaSrcVD6cJWA6IqFrk,1,Wale,rap
6jRgpSuD2RebITWSK15T60,0,Wale,rap
0XpEoWpZqlQpGFYZXDU2Hj,1,Drake,rap
0fOv9Usm5mbJ0H1EQ7zrIQ,42,Snoop Dogg,rap
5jrcnHY27FfJpcWdCPdG61,0,Damion,rap
6I6NX6tjGsxFAsIfGzY9lJ,70,J. Cole,rap
3sgL7CN65BzZq3qqG9SkJZ,35,2 Chainz,rap
39nlQ3RFgKNMugzPjPWn2v,8,Brodinski,rap
5fj3vGGigaAbVhPz9TjsLz,32,Brodinski,rap
0rU1aBF8cQ8xS3H25qWuMz,1,Big Boi,rap
4ZfFLcsuQCk7GiChENoly9,51,A$AP Mob,rap
41rPWPCQotore8Ywk8lGOA,20,Blvck O,rap
1EiaIGTIQ2aH0NTxFSxv4U,24,WELL$,rap
3fS0GCbLTLK59MYn7HYMNi,34,Mike WiLL Made-It,rap
5rk2nRNREUq6TTSS7h11Fr,39,Mike WiLL Made-It,rap
3IHZc2GclRu5nJpTqty7MY,60,Mike WiLL Made-It,rap
3A2OHirUAlQp2x73BJlEDA,62,Mike WiLL Made-It,rap
1UAmQe8EwpxQ80OfYVD13z,61,Playboi Carti,rap
30sc425JEvj3tgmGAKORea,65,Playboi Carti,rap
489dYzwI1HSwrjTHZ7Fm5o,0,Tyga,rap
67dyMPOUsbZ9Yg06PnfAAh,9,Future,rap
4sxLB4ibrNZko2Y9wHfwZ3,52,Bryson Tiller,rap
6E39QsoWB7JjphPF9xCQSN,63,Desiigner,rap
1IoQsA58Sj2odO1pp2dEVe,42,Machine Gun Kelly,rap
3DzqYuaGq19gpg8eeCpU7Y,37,Belly,rap
3wBAhQLR9VjWfyYO3u4oPR,63,XXXTENTACION,rap
77mLzdHEWRB60CLlV02TV2,51,Logic,rap
6OQea06z3cbOqYgG2O6eOZ,56,Logic,rap
7uuBfgY1vBCalrQRyyQhqs,7,Rich Brian,rap
6DB2KOEwHnjkgEnBt5SdeJ,68,Future,rap
5hx4FpDZOnDVYlyoG3rMks,52,Lil Yachty,rap
6kl1qtQXQsFiIWRBK24Cfp,65,A$AP Mob,rap
7hURFZuy8vSBfvycsD3GD6,16,D'african,rap
3mbwf6dhBfxqzH19qXzDof,0,Yo Gotti,rap
1uhm2Bj3KtIf7nlry5hPft,35,CHRIS YONGE,rap
2dX4gPl1HTNnvf6zaH94Tz,43,PnB Rock,rap
7snrmC4Lz2skHvzYWKxKJF,48,Belly,rap
7EiQlFiKzAxTcomfvV6e7l,0,GASHI,rap
4CHp6dRZTeFAu4bSOxfH7Y,52,Lil Pump,rap
3pC1ILr9KzmQLMe8Kn5QBG,0,DJ Khaled,rap
5AsopZw31JkTS0pIcTHwAc,14,Miami Bass Tracks,rap
7k3sn5TIQ3qRVJ8FPTG9kx,52,DJ Kool,rap
0V4uo88eJO6JgkdW4NUMZm,40,DJ Jazzy Jeff & The Fresh Prince,rap
1PI87c2lTmkjNUG6EHzvgc,23,Kid 'N Play,rap
3SH3QAevDeTY26BuK1UF38,26,DJ Magic Mike,rap
1U9nZggUdMYoC4QBEjxMIX,13,Miami Bass Tracks,rap
7kTq06D9CMfPFxyTSaHwgU,14,Miami Bass Tracks,rap
0sLrHBMJNOxEcMhcseE3I4,43,Kid 'N Play,rap
23F0M4yj7O0mS6Y0SSHWYv,26,DJ Kool,rap
38rAjTYS7oLYms2Xjb1k0l,16,Miami Bass Tracks,rap
60vomRs0pRyC7f0vA7K9HT,17,N2DEEP,rap
0nVt6i1yKeYklt8GYNz1s1,6,Ron C,rap
20s3FayrStM8GY0m4dRFsw,51,Eric B. & Rakim,rap
12G1TYIfbpvC0mdFFn4Pbg,50,N.W.A.,rap
5PhMoMCYsNRwhelUcNk71s,35,Geto Boys,rap
24M44x9vVlOlXipjJJcAY7,45,DJ Quik,rap
3FygJnwLJbaU5xe4E87h8e,48,Digital Underground,rap
3Gt9T6UISOVML95EvQAfg7,11,Power Supply,rap
2B1FNeROVsmJnzna8t9LiH,25,Freak Nasty,rap
3dmnVNKCxtohL1FJsM7xWr,42,Westside Connection,rap
3G3lahQSMk4BHnap1i853u,47,J.J. Fad,rap
2s0bT20ssz6hqrzOOL8iQN,41,Gucci Crew II,rap
3RNlTNO1OzaZis1yLpo8yc,35,Poison Clan,rap
27AHAtAirQapVldIm4c9ZX,66,Kris Kross,rap
53BZ6XygAoubR5DU5w38Vq,69,Eazy-E,rap
6KIKRz9eSTXdNsGUnomdtW,70,N.W.A.,rap
5FvlQZTm4eOGeUiAB1bKc9,66,Ice Cube,rap
5RGXoZt1qxmAErdhbyKJKq,64,Eazy-E,rap
2xTft6GEZeTyWNpdX94rkf,75,2Pac,rap
0ZU0XSkAUFqHxiXDMU5FzB,52,Thug Life,rap
2wzMOVWqLMBNx7wVvJ7tt0,58,Snoop Dogg,rap
4rLpAOk5KVNcqEMK3m6Lje,63,Snoop Dogg,rap
4cgJF9rKas2H5AC8FnNts0,52,Tha Dogg Pound,rap
2hluGQtmPypU3tsQudCQ3U,53,DJ Quik,rap
3ooAjhyOZ1xttGD0iq1GVO,55,Tha Dogg Pound,rap
5xEm63lXBhJKZgjRDMWH3H,53,DJ Quik,rap
0Bbd5inN2znpGQkxZbqmmU,53,Mack 10,rap
4ZYM6R5nOZywxACY90Bsla,52,Rappin' 4-Tay,rap
5f8KgDZ8aQKQii0U1qdRbC,48,Dru Down,rap
2NxgsA7eJXj8sBSsoKP3OT,41,Dru Down,rap
5K5dQsYdSdo2LKdepxbYAd,61,Too $hort,rap
3ZgQhe1Sv7mnQjpVTJnOFp,36,E-40,rap
5qiDen4GXbcZixkS114QXw,40,The Click,rap
2Vpj5colB0MPy3Zg5SITEC,57,Westside Connection,rap
1gnOtJnOZErFPsADj08XVr,32,Kid 'N Play,rap
4F4neui0edP1ozygvFiCi7,51,LL Cool J,rap
3hx5R8nOKu5zvhlfDNSIQC,43,Run–D.M.C.,rap
1yo16b3u0lptm6Cs7lx4AD,56,Public Enemy,rap
5DuTNKFEjJIySAyJH1yNDU,48,Grandmaster Flash & The Furious Five,rap
1KONmY3enP3r3nIPQidWAy,57,Heavy D & The Boyz,rap
7MmhQMfjXPF2AnqrmbqvVB,50,Sir Mix-A-Lot,rap
47ukoPgAExwBp64F2gQlv2,53,N2DEEP,rap
6dLvocI8P9mckD2Op0m00W,44,Sir Mix-A-Lot,rap
4aOjDKk1s5hlsEY5ZhhX3l,39,Sir Mix-A-Lot,rap
0OGidxV6e9dWeN2bXjXBGi,46,The D.O.C.,rap
3B6WDceNe6lUQnczntRIuf,55,Too $hort,rap
6oadMAqfdbOBvGib6lUpn3,42,Too $hort,rap
6l4wMAXzI8RxIysQMYZY0w,59,Cypress Hill,rap
00ReeHCY0FQUyuAUyPJdnk,48,MC Breed,rap
5oqSr3rehtGgZyDh0LCSA7,59,MC Breed,rap
0hioWv2FDtVePjHFTwgrf7,47,LL Cool J,rap
0SwuCcwpFM6x4cu5zOvmi0,48,Eric B. & Rakim,rap
48ZUwXrEOhaXLCxvmRYhZv,53,Eric B. & Rakim,rap
0VAoDsKh7Or84V8xP7p1Fs,52,Public Enemy,rap
3jMxlXdAYNh41Eo6biUeXR,36,DJ Magic Mike,rap
1F3RXhN6pz8VeIde2o3Cef,26,DJ Magic Mike,rap
3eMVOlY4PqhG4e9K4epxbn,27,95 South,rap
76YDsWGWezclVy9Z6sDGhf,50,Freak Nasty,rap
7MJTU6jULOZPAdlu8SPAfo,34,2 LIVE CREW,rap
4n8d6mjEugRMTBI7mjiHIY,34,69 Boyz,rap
2c3z8TYNaMnzeyppLfvrtf,28,Heavy D & The Boyz,rap
0v9kGNjkKdQUdDoBIuiph4,56,Bobby Brown,rap
58Jkqs5MtV3GXwnq6yq5v4,33,Stetsasonic,rap
39vsjFm9kU2FNubcqGMzED,35,MC Hammer,rap
2hmm9zhst4zkHu2743ZSVW,35,MC Hammer,rap
3C8xkK4Cir2QmiaN07GIZs,46,Beastie Boys,rap
1erQfISWXcYiSsTEYSaNUe,39,E.U.,rap
2eiq8DFWCjAOmbcHarG1ks,24,Bass Patrol,rap
2m2dKtaKequ1QZYGWYG3hG,37,Ice-T,rap
66PMGMD21uPKg1ltfAHPGv,33,Compton's Most Wanted,rap
1TeVeYATRojNVCH7q1APiv,49,Cypress Hill,rap
18Mh3v6rBCCpcNYzyaA2RN,51,Nice & Smooth,rap
4bvqOj9QiH6qKecLiefKst,43,Candyman,rap
0Vqap6DWhvILPwGvbtlUi5,29,Kwame,rap
507rhTuNu5YPpxQTT287Y2,18,Bass Patrol,rap
2pFKuQp8QLsp9Hl3YXuaGo,35,L'Trimm,rap
2z1FmK5To9gj1rU4mS20f9,42,Digital Underground,rap
1Gi5QPlpbDNDJUGvMemBJM,43,Mo Thugs,rap
2j6DORpoXYTicBm4hl5Ztx,39,Masta Ace Incorporated,rap
0q7LGcVSpsIoSbjChtZ8lI,62,Drake,rap
1dNyRyz1QBN9kO1etUs1PI,3,Juice WRLD,rap
2BJSMvOGABRxokHKB0OI8i,77,Playboi Carti,rap
3keUgTGEoZJt0QkzTB6kHg,64,Nicki Minaj,rap
75O60YOeXQJsVeEpXvBpYh,0,Pete Philly & Perquisite,rap
7LERfcxG7fhH8iuhmhe5Do,0,Boaz,rap
5PCe0RKfhq7wB7vyQOIg9w,38,Wiz Khalifa,rap
6eFVO2OQnuA59a09zVCHaR,0,Kid Cudi,rap
0eYo6e6lr0Xx9gxsCWyBD9,0,Boaz,rap
2g8HN35AnVGIk7B8yMucww,74,The Notorious B.I.G.,rap
1ToNAInnklKFv4MnKZcpJz,1,Kid Cudi,rap
6aLt4PslIzYEoNx5opdeWR,32,Winne,rap
5ZOLcd8JCxHjrCQDp394IV,43,Kid Cudi,rap
3FWR4iiUUPHIK7OpiEgh8J,3,J. Cole,rap
6KdwBL0OFecxLc1cSV9WVp,45,Raekwon,rap
3Osd3Yf8K73aj4ySn6LrvK,70,JAY-Z,rap
5c3664v0qorEpBy1nXqtfL,3,Kanye West,rap
62csqLJbdvAKb38rYijV1R,48,Wiz Khalifa,rap
65rRB2mspD309xE6YimZTl,64,Kanye West,rap
2ZLkHOVY7dqXIyhN4YQ4FH,0,Talib Kweli,rap
6mZcNu9i8uhOYMiEAyEx81,10,The Game,rap
4l59QWcA9F9qqvNc5pwDtL,3,The Game,rap
4675yUu8AUbE72T94BkLCD,64,Snoop Dogg,rap
0fLILzjVXRCLC0lsNKcQ8I,56,50 Cent,rap
1mUFR57zGeoooGf22RZysa,1,50 Cent,rap
0mMmhuNtbJalQCZy5VhVwk,0,50 Cent,rap
6so3XYH1yyeWFGskbQvDjQ,0,50 Cent,rap
2lT07B7yj0XFXdmeZJup7C,44,Fresku,rap
6lj0yxC8lnP3nHpits0vBa,41,De Jeugd Van Tegenwoordig,rap
5taVRH80Ur4VIaSETLkAvi,17,De Jeugd Van Tegenwoordig,rap
4stm6lf1vQBSl7Eq4Npzr0,65,Mattafix,rap
0rRHFywFG6H7NAl2wMMCZg,3,Flipsyde,rap
3m8CQnnfJJp4eQMWWl3zay,62,Kirko Bangz,rap
6wwAaPoX7Ce81Rn85Ntm89,6,Tyga,rap
10xdkfa78toyEqtwZ1KrLR,4,JAY-Z,rap
2MYl0er3UZ1RlKwRb5LODh,15,Kendrick Lamar,rap
2kzRSiyignH8yzPTrWvyPo,65,Wiz Khalifa,rap
3VQjHDZKiksfFLm7Fg8dEF,0,Kid Cudi,rap
5YpZh8wfS4moRBk0ijNcXr,61,Public Enemy,rap
6dkxcUSU1V88Nt0gx2RySZ,0,De Jeugd Van Tegenwoordig,rap
184NJihoBmCTNpZZ9rKRDz,15,U-niq,rap
0YUwC8n3xid9r0udhAhMNV,34,Great Minds,rap
1VYSeEuL487kHNJe2MHePS,0,Fatlip,rap
6Tsu3OsuMz4KEGKbOYd6A0,68,The Notorious B.I.G.,rap
3NGT0Td7H4Is1qrlDQJxma,69,Ice Cube,rap
68GdZAAowWDac3SkdNWOwo,55,AKI,rap
0BqY7i5dFenEnkYGoK42Uv,0,AZ,rap
1TutDbND05vlHy9JwsrMJH,0,JAY-Z,rap
45kgqsq1g9liM5tvdKNhLa,1,JAY-Z,rap
7sjwaBQ6M3aVigYfBjm1sL,65,Meek Mill,rap
4kqluSwcQs3kqfK82ZrB93,2,Rick Ross,rap
5bh0ZC4XO0VJuH0NPGkqlH,2,Jeezy,rap
34OiAOGvUPoTRqU9aTC2UY,0,JAY-Z,rap
2g9E9UyZ3pdJ1eqUQW0tfQ,5,Dr. Dre,rap
1aUT4xl8iiYNr6emik4qTB,9,Dr. Dre,rap
20LxTsa6936zOlzTWqoPVt,18,Dr. Dre,rap
2nVTEsjkG2vscrByFEqYp1,0,Thc,rap
1TolStnotatVMP9GqIqukR,0,De Jeugd Van Tegenwoordig,rap
1qu0VCx2idnR4O0hfxqdUR,25,Kempi,rap
5NsLK0aBlbNVxHzh2TGUGo,0,B.o.B,rap
6mcu7D7QuABVwUGDwovOEh,65,50 Cent,rap
7B63pF2NOplH4n9YzZ6Vph,19,Winne,rap
6OnpdpwV97cpg5dHhtYWXL,1,Drake,rap
5HKJl9V8QDMflGBH0jFS85,47,Dio,rap
49ySwzAyvxcNXOkOP6ZB1L,10,Drake,rap
5Gis3rbXy28VG5WG8hmtZI,41,Rich Gang,rap
5ngSGTy4Tw8cIBCMeIgoc9,62,Ice Cube,rap
4Tyv7nnNTHC6mR1pTubIrw,7,Snoop Dogg,rap
30Gd3snWllczPbz2Gd0JMe,5,Eminem,rap
5Zi5RHFI0tWKkzoiob2OtU,0,Eminem,rap
6gQaf0ANLks2uWl2AHhU26,47,The Game,rap
69yVxyuRahEzs2taFMVVoO,7,JAY-Z,rap
5ZIfOjIDOpeoQR0ZFRNtPq,0,JAY-Z,rap
0Bpkq4z0VfjkO7kUME8gks,2,Drake,rap
7dltD9eEX7X1zk8JJ9BS0e,65,Lupe Fiasco,rap
0osPX8TruIebOhKuG6GK8C,64,Wiz Khalifa,rap
7JjlC99O9Gub3yKge26LyK,14,Wiz Khalifa,rap
17baAghWcrewNOcc9dCewx,13,Eminem,rap
0FyBloIEdLS3f3SodFiju1,1,Drake,rap
5azeng4J5zhIjXmqRag2qQ,1,ScHoolboy Q,rap
4go2hxLM6ijk0K76ZY0Nhd,5,A$AP Rocky,rap
2WwXhtq2knsErc7ojO0Dgb,1,The Game,rap
2tZfCSPjVDQChBwIomHjmx,0,Warren G,rap
23kyUPJdiHQwmAH4NfCGvf,1,The Game,rap
1xLJLpfyQmQtEfF9qeO0DK,0,Busta Rhymes,rap
4RY96Asd9IefaL3X4LOLZ8,71,50 Cent,rap
6sDQ4uiWw9OdVrCXFLSlZt,12,Eminem,rap
4QVOTT9CM2ftSLwnYGNDjd,14,Eminem,rap
1GMDpf82TUwTVBPYiu0dmR,64,Tyga,rap
6iovySmAVi5FSbQgzTfoAG,44,Kid Cudi,rap
3uulVrxiI7iLTjOBZsaiF8,68,Mac Miller,rap
6LN6yG3hwdYkx4gkhWMV86,1,Kid Cudi,rap
7EZPH9Px3gXlxD5KJDwtwc,65,Juicy J,rap
6I9Yt26av1rRl5UMHkMj62,1,Mann,rap
5zwz05jkQVT68CjUpPwFZe,66,Nas,rap
5ByAIlEEnxYdvpnezg7HTX,76,The Notorious B.I.G.,rap
2Mb3zpobD0CvJGWv6NpsPy,60,Pete Rock & C.L. Smooth,rap
3ABG1UQTk0eLYUAeWkmfMi,65,Ol' Dirty Bastard,rap
4TboAbE2pCUUB0fk6Q9rUU,53,Common,rap
3TZwjdclvWt7iPJUnMpgcs,74,House Of Pain,rap
1w29UTa5uUvIri2tWtZ12Y,64,Naughty By Nature,rap
5FHXxdJeq1iAE9PjDTEgyd,58,Nas,rap
0PV1TFUMTBrDETzW6KQulB,68,Souls Of Mischief,rap
7N1Vjtzr1lmmCW9iasQ8YO,68,Mobb Deep,rap
1oTHteQbmJw15rPxPVXUTv,70,Cypress Hill,rap
5XhkV07Vou38wnrzwURUOC,70,Snoop Dogg,rap
3C09tEhYKCysPOVqmJxOTN,10,Fugees,rap
4JYUDRtPZuVNi7FAnbHyux,57,Craig Mack,rap
32WDVNZXIAuu7EqncTTKjH,52,A Tribe Called Quest,rap
119c93MHjrDLJTApCVGpvx,72,Wu-Tang Clan,rap
6JI5wNWYdBw68GZjOMmgK5,61,Big L,rap
34MRi5GRWHFUa731JBxFEl,59,Lords Of The Underground,rap
3Y6XWs8xMlCngyIxNOFnsp,62,KRS-One,rap
1Sgj10byiGzPpI2IrXSFEn,66,Wu-Tang Clan,rap
0W2mz7mvaBaEsC4rmoRNPn,59,Onyx,rap
0snDRsjNRMJhm7SVja8l6J,58,KRS-One,rap
3lGBvPUgO7MJltUnBlOpe9,61,Gang Starr,rap
6SI4JD7iyQ0rrudhCNtMv0,63,Raekwon,rap
7Kutf53V4k0CvU4nKu5oK6,58,Das EFX,rap
5fyRqeycMofUoGmDis5Gu6,58,Smif-N-Wessun,rap
3HCzj965m8Fz2E8wZkir6q,55,Das EFX,rap
6Xio661Y2iL7SDKFFOG9cv,55,Black Moon,rap
7bp5DfkdK1OAvNJ1U4HfDA,64,GZA,rap
7IwURvEfVcdxUCjLKUu6sv,60,Wu-Tang Clan,rap
4kxAgnWw4GKmqcuUiXn60o,51,Nas,rap
2FWmKZ3kNbVsKGhuNHsltW,59,Ol' Dirty Bastard,rap
30eW6IlBK3wCwcB8TsPXua,61,Lord Finesse,rap
56whVbEPZ2bRA5VboQPned,51,Group Home,rap
67mtN6BlsJR0LVyzvNZnGt,62,Redman,rap
6wbBrsE2H2pupmnfoVSY6w,50,Jeru The Damaja,rap
3H1WufSXLnOPckdJnFDbtF,44,Heltah Skeltah,rap
61VlApj8p2ZaP0WTunTrKT,56,Mobb Deep,rap
5LN1B9uVAVleCZ2euGarvi,53,Big L,rap
0yf6ORR6kV4iEn6T78XKbZ,53,Artifacts,rap
3nqnWEZnYoetfO2ksMZZVK,59,Grand Puba,rap
1h20yRsf5WeuHbohrlfcCt,58,Jeru The Damaja,rap
6xMlblO0n8nfnoHOr86i2r,40,Black Moon,rap
2QECh0fEPnaTxRWsVBrUz7,42,Group Home,rap
5hHdrN23SMuJkAsoyUcN24,46,Blahzay Blahzay,rap
0hvxqftYCZT406ElE03giM,41,Channel Live,rap
2mehHNForRahnPueLQAgfv,53,Showbiz & A.G.,rap
6GlDfTScLM2wxG7r2LUUCT,45,Das EFX,rap
4dmh3OPtAhbEybhGoOG9TE,59,GZA,rap
3UhwS81S9L7i2byZCrhSAv,50,Lords Of The Underground,rap
3MnwLa9KRUiv2gNFtWPvib,56,Artifacts,rap
4dTtYVQzlwBMpVyQ4h3wy2,58,The Notorious B.I.G.,rap
0DO5Qkdbtym514lDNy6LC2,29,Kool G Rap & DJ Polo,rap
3enjxX3aOAsFyaKeH1O9jO,52,Smif-N-Wessun,rap
4m3gxoAguorjKhon1lclXI,35,O.G.C.,rap
3RxF3Mz5wprRMopI8fp9uF,53,Crooklyn Dodgers,rap
4sMH75ctV0RVSOHZqXJpHD,54,Rakim,rap
4sAHukt0TkE08mpMNgNwcp,36,Black Moon,rap
3i0apBJdGSY2F24yHUSdkP,37,Grand Puba,rap
2TE1FOBGJ0h7xxIFUjppmd,48,Big L,rap
1v5cgIyffYtfEx0swttdoE,63,Wu-Tang Clan,rap
4LaiF2h7gsybmURceGYLqh,54,Wu-Tang Clan,rap
5wcY4XgawQ2se8VjDLhedQ,56,Wu-Tang Clan,rap
1Mi6uegC4pRxQZw1CB5Fk9,52,Wu-Tang Clan,rap
4xOTVtbCPcfxMs2hSt9D6i,60,Wu-Tang Clan,rap
5XLC8xoqyua4U7wJiZAWik,60,Wu-Tang Clan,rap
7y5zXpTN4J7K0PngQYa655,58,Wu-Tang Clan,rap
7hdOchAKFm6FwzyevcQ56y,52,The Notorious B.I.G.,rap
1xIxMz1sNQ4b6svH1GuTtF,64,The Notorious B.I.G.,rap
2bXI4Rbw1D7aVeHWLjn1Lb,60,The Notorious B.I.G.,rap
33rsCCLHklTQav9klbpnAi,60,The Notorious B.I.G.,rap
3UQAKY0SUEonxneROvv4jy,56,The Notorious B.I.G.,rap
5onGESUxi3P9xLt311oS59,53,The Notorious B.I.G.,rap
3bOvAqhaZNSWpGVIvHEx8B,57,The Notorious B.I.G.,rap
4heC6SnTBxTZZDef4AIBOk,52,The Notorious B.I.G.,rap
2KFg8kjYy0rYjWsXGhEQHN,68,The Notorious B.I.G.,rap
3yL6iLEcVpOQzPFjYKh67A,29,Pete Rock & C.L. Smooth,rap
1y85Gm1VkI0kLXIv4Gpcip,34,Pete Rock & C.L. Smooth,rap
6ncdTy6zTKm1ldLHHdYmVB,26,Pete Rock & C.L. Smooth,rap
6IcwKMGIozWxe0krTkvJow,27,Pete Rock & C.L. Smooth,rap
4dI2tnLrhe8u4jWjoLC5NK,52,Pete Rock & C.L. Smooth,rap
0CU6uS2k8y0XquMVQdwmAQ,25,Pete Rock & C.L. Smooth,rap
71A35JDEclcOvm8q7xwZKa,24,Pete Rock & C.L. Smooth,rap
2fx3qDfsrsW7nBoJtdOyws,26,Pete Rock & C.L. Smooth,rap
7jVqCPyq6XJrVkWqDPakor,27,Pete Rock & C.L. Smooth,rap
05WdvsIv2e0Zf2cZHhESrS,31,Pete Rock & C.L. Smooth,rap
579TEjxOaZjL1iKCGgsgnd,25,Pete Rock & C.L. Smooth,rap
7ygrDIOwwM4gtNf8Pz6kxW,40,House Of Pain,rap
5sAwKZXy47JNVk03zqWgwI,48,House Of Pain,rap
2No866hrlpKgTXcQTZ2D2b,36,House Of Pain,rap
1FBxSnAunQPxop3eTeOmE4,43,House Of Pain,rap
4TNbaUX5szRSr1O5ffM1mq,6,Jeremih,rap
2tlkU66loXhmV2JqTHlz5T,1,YG,rap
5yPpCPB5D4RLFpCvaK3n0f,47,Tyga,rap
27PmvZoffODNFW2p7ehZTQ,66,Kent Jones,rap
4DBKiDC6keXW8a4deVQ0Qs,0,Fetty Wap,rap
6J5sxraPPZ4b0CVOGAgpXj,59,2 Chainz,rap
2NRUU0gP1d8Yif8CpsCW8l,60,Tyga,rap
4Li2WHPkuyCdtmokzW2007,77,JAY-Z,rap
0qy5D3OJre7SPJNMOL9I71,69,DRAM,rap
6BbINUfGabVyiNFJpQXn3x,62,Future,rap
4JDZl9nKIAhAhDjw753u4X,56,DJ Khaled,rap
0lLDaAdXcjOQ7Mf2NXzXay,9,Macklemore & Ryan Lewis,rap
5nN8BwAQDJDguq7Dpd3JQQ,67,Future,rap
5RIVoVdkDLEygELLCniZFr,68,Silentó,rap
6F609ICg9Spjrw1epsAnpa,10,Drake,rap
32lmL4vQAAotg6MrJnhlQZ,31,Rihanna,rap
6X92l986jasw5nvGsblwk0,47,DJ Khaled,rap
4Kz4RdRCceaA9VgTqBhBfa,73,Drake,rap
5suEtW2DUAfvroohjzgatb,60,Ty Dolla $ign,rap
2WBjsxTE3hBInd21yUY65h,4,Kanye West,rap
10I3CmmwT0BkOVhduDy53o,70,Kevin Gates,rap
0vPHA6ipjSD2B5lHKub21I,3,MHD,rap
2B3FCVxi308OK2z8suLD7r,0,MHD,rap
1ULa3GfdMKs0MfRpm6xVlu,67,Wiz Khalifa,rap
09TcIuH1ZO7i4vicWKoaN2,15,Stromae,rap
6LXRvh3S8TB5P1PKy4lY1S,20,Stromae,rap
5cukM53srEM6uLvHxDEc2E,36,Jerry Purpdrank,rap
61QSuw5VlC0LTS8WMO356g,68,Fat Joe,rap
7iL6o9tox1zgHpKUfh9vuC,77,50 Cent,rap
0h5m65o5KnMFB4Gq47mbKt,7,50 Cent,rap
3G0yz3DZn3lfraledmBCT0,74,50 Cent,rap
34vNlluk4oi0Sv3csNs1Vs,2,Ludacris,rap
60xaS8mYBKUW4VQQ666N0T,69,Chance the Rapper,rap
14WWzenpaEgQZlqPq2nk4v,16,Rihanna,rap
0v9Wz8o0BT8DU38R4ddjeH,74,Chance the Rapper,rap
6kBZQAfn5XjUBaApTfJsVy,38,Hopsin,rap
7xVLFuuYdAvcTfcP3IG3dS,71,A$AP Ferg,rap
60U1mejDe61lT5zuox7gUX,0,YG,rap
0PT7nlpo11hYYyfnBgtilT,65,T-Wayne,rap
0ttPiazh17aXIo5NIckHES,3,Rune RK,rap
21nFIDqoD1L7ELsprVSzOR,64,Tyga,rap
6rje9f1wRFJDO2iTORw0lH,67,Big Sean,rap
4lqEFIB9YZl8BwR99L5H3b,61,Mustard,rap
